### GO term enrichment for convergent genes in reproductive tract samples when mapped to different ref transcriptomes (see ms)
# GO.ID	= GO term ID
# GO_desc = GO term description	
# toTbi_GSEA = Gene set enrichment p-value when mapped to Timema bartmani
# toTte_GSEA = Gene set enrichment p-value when mapped to Timema tahoe	
# toTce_GSEA = Gene set enrichment p-value when mapped to Timema cristinae
# toTms_GSEA = Gene set enrichment p-value when mapped to Timema monikensis
# toTps_GSEA = Gene set enrichment p-value when mapped to Timema poppensis
# toTdi_GSEA = Gene set enrichment p-value when mapped to Timema douglasi
# toTcm_GSEA = Gene set enrichment p-value when mapped to Timema californicum
# toTsi_GSEA = Gene set enrichment p-value when mapped to Timema shepardi
# toTpa_GSEA = Gene set enrichment p-value when mapped to Timema podura
# toTge_GSEA = Gene set enrichment p-value when mapped to Timema genevievae
# median_GSEA = Median gene set enrichment p-value across species references
GO.ID	GO_desc	toTsi_GSEA	toTce_GSEA	toTbi_GSEA	toTps_GSEA	toTcm_GSEA	toTte_GSEA	toTdi_GSEA	toTms_GSEA	toTge_GSEA	toTpa_GSEA	median_GSEA
GO:0051235	maintenance of location	0.10386	0.5266	0.44747	0.72246	0.08942	0.22768	0.91736	0.62302	0.5057	0.41509	0.476585
GO:0032006	regulation of TOR signaling	0.06342	0.5908	0.47591	0.59753	0.07996	0.47766	0.52851	0.68742	0.1557	0.24307	0.476785
GO:0015807	L-amino acid transport	0.4393	0.3999	0.14741	0.51602	0.63676	0.27515	0.87064	0.3242	0.5831	0.61113	0.47766
GO:0034502	protein localization to chromosome	0.44721	0.5083	0.34003	0.78559	0.54018	0.30967	0.78713	0.70537	0.3942	0.36162	0.477755
GO:0051225	spindle assembly	0.24633	0.5147	0.03079	0.57641	0.55482	0.07887	0.48258	0.698	0.2767	0.47352	0.47805
GO:0010884	positive regulation of lipid storage	0.75534	0.4455	0.5172	0.38744	0.61128	0.47529	0.41523	0.48102	0.4448	0.55595	0.478155
GO:0010562	positive regulation of phosphorus metabolic process	0.55441	0.1322	0.44813	0.4606	0.22045	0.68512	0.49632	0.41423	0.6974	0.51197	0.47846
GO:0045937	positive regulation of phosphate metabolic process	0.55441	0.1322	0.44813	0.4606	0.22045	0.68512	0.49632	0.41423	0.6974	0.51197	0.47846
GO:0008356	asymmetric cell division	0.76876	0.165	0.78792	0.33794	0.68633	0.58691	0.73488	0.11812	0.3649	0.3717	0.479305
GO:0045856	positive regulation of pole plasm oskar mRNA localization	NA	0.3335	0.48537	0.14594	NA	0.4747	0.49133	0.34097	0.7627	0.77135	0.480035
GO:0060282	positive regulation of oocyte development	NA	0.3335	0.48537	0.14594	NA	0.4747	0.49133	0.34097	0.7627	0.77135	0.480035
GO:1902877	positive regulation of embryonic pattern specification	NA	0.3335	0.48537	0.14594	NA	0.4747	0.49133	0.34097	0.7627	0.77135	0.480035
GO:1904582	positive regulation of intracellular mRNA localization	NA	0.3335	0.48537	0.14594	NA	0.4747	0.49133	0.34097	0.7627	0.77135	0.480035
GO:0014902	myotube differentiation	0.46394	0.9319	0.48238	0.53961	0.47929	0.41853	0.8231	0.9157	0.2856	0.39281	0.480835
GO:0045850	positive regulation of nurse cell apoptotic process	NA	0.6698	0.48983	NA	NA	0.4719	NA	0.66599	0.1369	0.13905	0.480865
GO:1904747	positive regulation of apoptotic process involved in development	NA	0.6698	0.48983	NA	NA	0.4719	NA	0.66599	0.1369	0.13905	0.480865
GO:0030968	endoplasmic reticulum unfolded protein response	0.20995	0.4042	0.33271	0.66502	0.36119	0.58866	0.53331	0.42877	0.5772	0.64306	0.48104
GO:0007179	transforming growth factor beta receptor signaling pathway	0.9183	0.4577	0.70546	0.50471	0.80547	0.58393	0.21064	0.45174	0.3299	0.2921	0.481205
GO:0032259	methylation	0.44218	0.4172	0.49172	0.28885	0.5543	0.60392	0.47124	0.55677	0.5713	0.47153	0.481625
GO:0051291	protein heterooligomerization	0.19733	0.7664	NA	NA	0.16887	NA	NA	0.93061	NA	NA	0.481865
GO:0007379	segment specification	0.34517	0.5016	0.56806	0.10355	0.56678	0.54821	0.32381	0.30516	0.5019	0.46253	0.482065
GO:0002165	instar larval or pupal development	0.40308	0.8915	0.27541	0.55511	0.28161	0.3025	0.44503	0.80556	0.5995	0.51935	0.48219
GO:0072583	clathrin-dependent endocytosis	0.90765	0.5493	0.17324	0.51583	0.95394	0.24889	0.21562	0.6105	0.2855	0.44925	0.48254
GO:1902904	negative regulation of supramolecular fiber organization	0.33541	0.37	0.46899	0.9836	0.30752	0.49698	0.97629	0.2597	0.8555	0.82111	0.482985
GO:0030381	chorion-containing eggshell pattern formation	0.46488	0.5088	0.24257	0.6307	0.62189	0.2279	0.5022	0.74241	0.3738	0.34038	0.48354
GO:0048511	rhythmic process	0.55348	0.7892	0.41392	0.20466	0.88685	0.56799	0.11464	0.63979	0.2969	0.34904	0.4837
GO:0000187	activation of MAPK activity	0.10536	0.6807	0.49307	0.22611	0.04503	0.61241	0.4745	0.73693	0.4259	0.53807	0.483785
GO:0090150	establishment of protein localization to membrane	0.3181	0.6992	0.53946	0.31356	0.37592	0.48318	0.48473	0.69798	0.256	0.48891	0.483955
GO:0010770	positive regulation of cell morphogenesis involved in differentiation	0.40551	0.6276	0.03456	0.91225	0.81504	0.12463	0.90953	0.56296	0.4009	0.25836	0.484235
GO:0051310	metaphase plate congression	0.87621	0.3977	0.4849	0.48368	0.89303	0.46585	0.50304	0.64683	0.2778	0.47004	0.48429
GO:0007035	vacuolar acidification	0.26037	0.9079	0.38506	0.9214	0.65038	0.33385	0.91012	0.58388	0.3293	0.26686	0.48447
GO:0051928	positive regulation of calcium ion transport	0.41139	0.5517	0.02803	0.45153	0.4986	0.03138	0.4705	0.51432	0.7099	0.74465	0.48455
GO:0007031	peroxisome organization	0.68872	0.7138	0.37423	0.6546	0.7273	0.4156	0.4846	0.48462	0.4217	0.40519	0.48461
GO:0043547	positive regulation of GTPase activity	0.60466	0.4213	0.08446	0.57267	0.37591	0.05911	0.54895	0.41155	0.6992	0.70752	0.485125
GO:0007412	axon target recognition	0.54661	0.4606	0.41154	0.50608	0.31515	0.46481	0.66954	0.5317	0.5325	0.46388	0.485445
GO:0032490	detection of molecule of bacterial origin	NA	NA	NA	NA	NA	NA	NA	NA	0.4657	0.50661	0.486155
GO:0000076	DNA replication checkpoint	0.07472	0.7741	0.49456	0.45854	0.32181	0.47008	0.5072	0.78273	0.4837	0.48896	0.48633
GO:0009064	glutamine family amino acid metabolic process	0.46521	0.3064	0.26943	0.81507	0.56577	0.60546	0.89976	0.50804	0.1167	0.0753	0.486625
GO:0042058	regulation of epidermal growth factor receptor signaling pathway	0.42923	0.5864	0.16782	0.38457	0.75937	0.18707	0.63463	0.47924	0.6065	0.49535	0.487295
GO:1901184	regulation of ERBB signaling pathway	0.42923	0.5864	0.16782	0.38457	0.75937	0.18707	0.63463	0.47924	0.6065	0.49535	0.487295
GO:0044273	sulfur compound catabolic process	0.49636	0.4969	0.22468	0.43127	0.50361	0.24585	0.40353	0.47838	0.8263	0.91724	0.48737
GO:0007414	axonal defasciculation	0.61652	0.2695	0.36158	0.4295	0.70217	0.59819	0.4945	0.20193	0.4805	0.62351	0.4875
GO:0003008	system process	0.42553	0.576	0.54968	0.20613	0.36335	0.32744	0.30807	0.69609	0.6177	0.7541	0.487605
GO:0030719	P granule organization	NA	NA	NA	0.11711	NA	NA	0.47352	NA	0.5025	0.53007	0.48801
GO:0009056	catabolic process	0.07514	0.7561	0.52083	0.19332	0.02154	0.45624	0.29979	0.56081	0.789	0.73813	0.488535
GO:0032368	regulation of lipid transport	0.42222	0.3088	0.8702	0.38228	0.43882	0.83737	0.53851	0.27846	0.629	0.63278	0.488665
GO:0010847	regulation of chromatin assembly	0.29374	0.3175	0.4605	0.51738	0.20594	0.69111	0.81923	0.65771	0.9879	0.44573	0.48894
GO:0031445	regulation of heterochromatin assembly	0.29374	0.3175	0.4605	0.51738	0.20594	0.69111	0.81923	0.65771	0.9879	0.44573	0.48894
GO:0016203	muscle attachment	0.64253	0.477	0.15211	0.68428	0.42898	0.15381	0.54074	0.35793	0.5758	0.50096	0.48898
GO:0015743	malate transport	0.4158	0.4924	NA	0.5257	0.36109	NA	0.52627	0.4857	NA	NA	0.48905
GO:0006402	mRNA catabolic process	0.48831	0.2483	0.7032	0.24045	0.25749	0.6753	0.3635	0.75314	0.4899	0.50067	0.489105
GO:1901606	alpha-amino acid catabolic process	0.32427	0.4988	0.73658	0.51542	0.25603	0.47948	0.41515	0.50814	0.4664	0.65533	0.48914
GO:0045292	"mRNA cis splicing, via spliceosome"	0.31004	0.3861	0.48756	0.56607	0.49093	0.46965	0.51088	0.76882	0.318	0.50129	0.489245
GO:0008306	associative learning	0.72589	0.8116	0.26682	0.50843	0.73559	0.12621	0.47034	0.86646	0.328	0.31034	0.489385
GO:0048488	synaptic vesicle endocytosis	0.79436	0.551	0.27099	0.53216	0.95847	0.29965	0.21346	0.61088	0.2719	0.44664	0.4894
GO:0043243	positive regulation of protein complex disassembly	0.46098	0.5026	0.53567	0.89672	0.47665	0.57828	0.92247	0.39253	0.1779	0.28584	0.489625
GO:1901888	regulation of cell junction assembly	0.7054	0.4985	NA	NA	0.55932	NA	NA	0.48127	0.3733	0.32788	0.489885
GO:0016192	vesicle-mediated transport	0.67057	0.9532	0.03031	0.52844	0.88542	0.05209	0.45139	0.9518	0.1635	0.26431	0.489915
GO:0046907	intracellular transport	0.62437	0.7368	0.23946	0.67006	0.41916	0.32302	0.35981	0.68233	0.3883	0.56123	0.490195
GO:0021782	glial cell development	0.54837	0.5462	0.40215	0.45648	0.35129	0.34985	0.39123	0.52413	0.7405	0.67405	0.490305
GO:1902667	regulation of axon guidance	0.59937	0.4871	0.3211	0.1379	0.5438	0.32003	0.10978	0.49375	0.5142	0.58677	0.490425
GO:0006388	"tRNA splicing, via endonucleolytic cleavage and ligation"	0.5789	0.2352	0.69756	0.31423	0.60279	0.86845	0.40331	0.34434	NA	NA	0.491105
GO:0006855	drug transmembrane transport	0.4728	0.3718	0.72111	0.62723	NA	0.71752	0.63059	0.36352	0.4917	0.47364	0.4917
GO:0015893	drug transport	0.4728	0.3718	0.72111	0.62723	NA	0.71752	0.63059	0.36352	0.4917	0.47364	0.4917
GO:0031936	negative regulation of chromatin silencing	0.68479	0.1552	0.43395	0.25827	0.88186	0.86633	0.81603	0.0475	0.423	0.55173	0.49284
GO:0045943	positive regulation of transcription from RNA polymerase I promoter	0.35056	0.1823	0.58831	0.66821	0.30772	0.47655	0.59353	0.20155	0.5094	0.59207	0.492975
GO:0055006	cardiac cell development	0.43538	NA	0.49037	0.73318	0.42312	0.49582	0.74127	NA	NA	NA	0.493095
GO:0055007	cardiac muscle cell differentiation	0.43538	NA	0.49037	0.73318	0.42312	0.49582	0.74127	NA	NA	NA	0.493095
GO:0055013	cardiac muscle cell development	0.43538	NA	0.49037	0.73318	0.42312	0.49582	0.74127	NA	NA	NA	0.493095
GO:0007562	eclosion	0.68027	0.3132	0.68998	0.50041	0.57793	0.72657	0.48614	0.29283	0.4213	0.40126	0.493275
GO:0061077	chaperone-mediated protein folding	0.46932	0.729	0.39747	0.66165	0.71454	0.36247	0.13129	0.75882	0.4561	0.52026	0.49479
GO:0060025	regulation of synaptic activity	NA	NA	NA	0.49866	NA	NA	0.4911	NA	NA	NA	0.49488
GO:0042335	cuticle development	0.40711	0.7824	0.49665	0.49386	0.60956	0.35169	0.52867	0.90908	0.3734	0.43795	0.495255
GO:0007284	spermatogonial cell division	0.61695	0.5456	0.38873	0.34779	0.6071	0.3715	0.76464	0.49662	0.14	0.49414	0.49538
GO:2001270	regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis	0.57492	0.2516	0.35659	0.95439	0.59005	0.35399	0.55568	0.58572	0.4352	0.40382	0.49544
GO:0043153	entrainment of circadian clock by photoperiod	0.18898	0.2716	0.69133	0.42367	0.42039	0.9365	0.56744	0.18625	0.9576	0.93796	0.495555
GO:0045035	sensory organ precursor cell division	0.51076	0.4185	0.36463	0.67943	0.5019	0.42684	0.34988	0.5691	0.4893	0.522	0.4956
GO:0048105	establishment of body hair planar orientation	0.90794	0.3482	0.46794	0.50218	0.29878	0.65417	0.48949	0.34407	0.6527	0.67649	0.495835
GO:0006862	nucleotide transport	NA	NA	0.5997	0.49119	NA	0.50344	0.4842	NA	NA	NA	0.497315
GO:0003151	outflow tract morphogenesis	0.41817	NA	NA	0.73259	0.46184	NA	0.53329	NA	NA	NA	0.497565
GO:0001885	endothelial cell development	0.51636	0.9985	0.22213	0.07756	0.48864	0.21293	0.08918	0.50666	0.532	0.59272	0.49765
GO:0003158	endothelium development	0.51636	0.9985	0.24164	0.07756	0.48864	0.23404	0.08918	0.50666	0.5691	0.54996	0.49765
GO:0045446	endothelial cell differentiation	0.51636	0.9985	0.24164	0.07756	0.48864	0.23404	0.08918	0.50666	0.5691	0.54996	0.49765
GO:0030808	regulation of nucleotide biosynthetic process	0.53322	0.2929	0.52819	0.50451	0.35102	0.49196	0.89947	0.26155	0.5685	0.47943	0.498235
GO:0030810	positive regulation of nucleotide biosynthetic process	0.53322	0.2929	0.52819	0.50451	0.35102	0.49196	0.89947	0.26155	0.5685	0.47943	0.498235
GO:1900371	regulation of purine nucleotide biosynthetic process	0.53322	0.2929	0.52819	0.50451	0.35102	0.49196	0.89947	0.26155	0.5685	0.47943	0.498235
GO:1900373	positive regulation of purine nucleotide biosynthetic process	0.53322	0.2929	0.52819	0.50451	0.35102	0.49196	0.89947	0.26155	0.5685	0.47943	0.498235
GO:0007449	"proximal/distal pattern formation, imaginal disc"	NA	0.0748	0.85596	0.43715	NA	0.56092	0.57884	0.07446	0.6056	0.25934	0.499035
GO:0040015	negative regulation of multicellular organism growth	0.3969	0.4948	0.89595	0.14677	0.40181	0.85571	0.14427	0.50337	0.5544	0.56568	0.499085
GO:0021510	spinal cord development	0.49977	0.6699	0.67587	NA	0.49679	0.68136	0.11359	0.92394	0.3906	0.42274	0.49977
GO:0021511	spinal cord patterning	0.49977	0.6699	0.67587	NA	0.49679	0.68136	0.11359	0.92394	0.3906	0.42274	0.49977
GO:0021513	spinal cord dorsal/ventral patterning	0.49977	0.6699	0.67587	NA	0.49679	0.68136	0.11359	0.92394	0.3906	0.42274	0.49977
GO:0021910	smoothened signaling pathway involved in ventral spinal cord patterning	0.49977	0.6699	0.67587	NA	0.49679	0.68136	0.11359	0.92394	0.3906	0.42274	0.49977
GO:0021914	negative regulation of smoothened signaling pathway involved in ventral spinal cord patterning	0.49977	0.6699	0.67587	NA	0.49679	0.68136	0.11359	0.92394	0.3906	0.42274	0.49977
GO:0021919	BMP signaling pathway involved in spinal cord dorsal/ventral patterning	0.49977	0.6699	0.67587	NA	0.49679	0.68136	0.11359	0.92394	0.3906	0.42274	0.49977
GO:2000027	regulation of organ morphogenesis	0.82857	0.3175	0.52046	0.3736	0.64682	0.62578	0.44424	0.36312	0.4791	0.65385	0.49978
GO:0031333	negative regulation of protein complex assembly	0.5883	0.3706	0.58314	0.17252	0.65447	0.50831	0.37632	0.49158	0.1477	0.60683	0.499945
GO:0017085	response to insecticide	0.18791	0.2165	0.53745	0.49827	0.23286	0.87713	0.50198	0.18807	0.6025	0.57794	0.500125
GO:0007415	defasciculation of motor neuron axon	0.54572	0.2315	0.24867	0.4295	0.92211	0.50637	0.4945	0.07213	0.5319	0.65801	0.500435
GO:0018105	peptidyl-serine phosphorylation	0.43093	0.4196	0.48789	0.65521	0.27391	0.17218	0.61246	0.75508	0.5131	0.56385	0.500495
GO:0018209	peptidyl-serine modification	0.43093	0.4196	0.48789	0.65521	0.27391	0.17218	0.61246	0.75508	0.5131	0.56385	0.500495
GO:0006661	phosphatidylinositol biosynthetic process	0.67774	0.7264	0.38078	0.07566	0.6824	0.36643	0.06456	0.70614	0.5136	0.48808	0.50084
GO:0031399	regulation of protein modification process	0.75518	0.3299	0.3723	0.34956	0.70379	0.43384	0.5679	0.35861	0.7192	0.74527	0.50087
GO:0006482	protein demethylation	0.33666	0.6602	0.3216	0.77741	0.28644	0.31303	0.75005	0.65021	0.7206	0.35161	0.50091
GO:0008214	protein dealkylation	0.33666	0.6602	0.3216	0.77741	0.28644	0.31303	0.75005	0.65021	0.7206	0.35161	0.50091
GO:0016032	viral process	0.22124	0.7824	0.52168	0.86728	0.19862	0.48056	0.75466	0.79026	0.2923	0.23198	0.50112
GO:0044764	multi-organism cellular process	0.24038	0.8529	0.52168	0.84027	0.18522	0.48056	0.82761	0.78674	0.2923	0.23198	0.50112
GO:0030860	regulation of polarized epithelial cell differentiation	NA	0.4657	NA	NA	NA	NA	NA	0.48577	0.5165	0.62053	0.501135
GO:0048565	digestive tract development	0.29005	0.2184	0.77308	0.68407	0.59194	0.21467	0.70506	0.23119	0.4105	0.65988	0.50122
GO:0055123	digestive system development	0.29005	0.2184	0.77308	0.68407	0.59194	0.21467	0.70506	0.23119	0.4105	0.65988	0.50122
GO:0015886	heme transport	0.4728	0.5757	0.72111	0.49852	NA	0.71752	0.5015	0.56515	0.4917	0.47364	0.5015
GO:1901678	iron coordination entity transport	0.4728	0.5757	0.72111	0.49852	NA	0.71752	0.5015	0.56515	0.4917	0.47364	0.5015
GO:0034605	cellular response to heat	0.42195	0.8817	0.42103	0.57744	0.49025	0.33474	0.55434	0.86654	0.3917	0.51454	0.502395
GO:0097034	mitochondrial respiratory chain complex IV biogenesis	0.48223	0.1621	0.43505	0.61261	0.50043	0.50497	0.86338	0.04797	0.6967	0.74542	0.5027
GO:0045132	meiotic chromosome segregation	0.4917	0.3906	0.70767	0.61983	0.90248	0.61916	0.16862	0.43426	0.514	0.43896	0.50285
GO:0051260	protein homooligomerization	0.55889	0.7626	0.12218	0.50481	0.25826	0.11954	0.45328	0.76251	0.6653	0.50105	0.50293
GO:1900424	regulation of defense response to bacterium	0.18647	0.5634	0.473	0.15153	0.31052	0.78107	0.07738	0.57776	0.5365	0.53405	0.503525
GO:0007450	"dorsal/ventral pattern formation, imaginal disc"	0.36113	0.4402	0.4298	0.15231	0.39946	0.78381	0.74291	0.58274	0.6047	0.56755	0.503875
GO:0034446	substrate adhesion-dependent cell spreading	0.58428	0.6424	0.77743	0.37786	0.6063	0.38487	0.24111	0.64041	0.1752	0.42384	0.50406
GO:0032272	negative regulation of protein polymerization	0.61782	0.0837	0.38289	0.52841	0.59848	0.47997	0.55907	0.16817	0.2957	0.67157	0.50419
GO:0035262	gonad morphogenesis	0.56323	0.7788	0.59421	0.27399	0.54344	0.46516	0.10109	0.78244	0.2825	0.2257	0.5043
GO:1905881	positive regulation of oogenesis	0.60281	0.4157	0.6429	0.18015	0.60362	0.59316	0.19906	0.63934	0.3852	0.39245	0.50443
GO:2000243	positive regulation of reproductive process	0.60281	0.4157	0.6429	0.18015	0.60362	0.59316	0.19906	0.63934	0.3852	0.39245	0.50443
GO:0022407	regulation of cell-cell adhesion	0.42767	0.5206	0.7785	0.57392	0.4856	0.48955	0.36482	0.78226	0.4788	0.66966	0.505075
GO:0046835	carbohydrate phosphorylation	0.98246	0.1861	0.7599	0.34513	0.93714	0.70276	0.42186	0.30858	0.5163	0.49406	0.50518
GO:1900407	regulation of cellular response to oxidative stress	0.12978	0.7104	0.41237	0.4564	0.15572	0.41649	0.5949	0.76241	0.5544	0.56568	0.5054
GO:0008594	photoreceptor cell morphogenesis	0.65639	0.3095	0.65538	0.61181	0.32037	0.65426	0.64269	0.25322	0.3928	0.39909	0.50545
GO:0006493	protein O-linked glycosylation	0.71757	0.4957	0.51031	0.96777	0.60442	0.5015	0.88326	0.45851	0.1964	0.45666	0.505905
GO:0032447	protein urmylation	0.79974	0.4872	0.64216	0.62949	0.43576	0.40911	0.52574	0.41039	0.5247	0.48317	0.50595
GO:0043069	negative regulation of programmed cell death	0.24524	0.8409	0.17768	0.88162	0.4651	0.2945	0.68095	0.91183	0.503	0.511	0.507
GO:0006281	DNA repair	0.44587	0.653	0.56842	0.18507	0.42308	0.61012	0.20624	0.66496	0.4074	0.65219	0.507145
GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	0.30093	0.1994	0.67982	0.59084	0.25008	0.61418	0.64895	0.36465	0.4476	0.5668	0.5072
GO:0032411	positive regulation of transporter activity	0.39338	0.4372	0.28297	0.64835	0.41381	0.07889	0.57735	0.68366	0.7846	0.84532	0.507275
GO:0032414	positive regulation of ion transmembrane transporter activity	0.39338	0.4372	0.28297	0.64835	0.41381	0.07889	0.57735	0.68366	0.7846	0.84532	0.507275
GO:0034720	histone H3-K4 demethylation	0.27334	0.5167	0.45224	0.69601	0.27903	0.44379	0.78007	0.58528	0.9274	0.49843	0.507565
GO:0046665	amnioserosa maintenance	NA	NA	NA	NA	NA	NA	NA	NA	0.4941	0.52129	0.507695
GO:1903707	negative regulation of hemopoiesis	0.0434	0.5772	0.80332	0.74116	0.02983	0.30836	0.93293	0.53109	0.4848	0.25655	0.507945
GO:1905952	regulation of lipid localization	0.23895	0.6468	0.25258	0.5457	0.32616	0.09301	0.72998	0.72395	0.5128	0.50362	0.50821
GO:0034770	histone H4-K20 methylation	0.62904	0.3001	0.37361	0.7096	0.50005	0.33882	0.8014	0.5165	0.8073	0.49661	0.508275
GO:0010635	regulation of mitochondrial fusion	0.61519	0.626	0.4846	0.52802	0.54845	0.48856	0.46627	0.63522	0.4046	0.42557	0.50829
GO:0009190	cyclic nucleotide biosynthetic process	0.65777	0.3983	0.51889	0.55639	0.49787	0.53417	0.53019	0.36591	0.3304	0.29075	0.50838
GO:0030799	regulation of cyclic nucleotide metabolic process	0.65777	0.3983	0.51889	0.61358	0.49787	0.53417	0.58941	0.36591	0.3655	0.32237	0.50838
GO:0030801	positive regulation of cyclic nucleotide metabolic process	0.65777	0.3983	0.51889	0.61358	0.49787	0.53417	0.58941	0.36591	0.3655	0.32237	0.50838
GO:0030802	regulation of cyclic nucleotide biosynthetic process	0.65777	0.3983	0.51889	0.61358	0.49787	0.53417	0.58941	0.36591	0.3655	0.32237	0.50838
GO:0030804	positive regulation of cyclic nucleotide biosynthetic process	0.65777	0.3983	0.51889	0.61358	0.49787	0.53417	0.58941	0.36591	0.3655	0.32237	0.50838
GO:0031279	regulation of cyclase activity	0.65777	0.3983	0.51889	0.61358	0.49787	0.53417	0.58941	0.36591	0.3655	0.32237	0.50838
GO:0031281	positive regulation of cyclase activity	0.65777	0.3983	0.51889	0.61358	0.49787	0.53417	0.58941	0.36591	0.3655	0.32237	0.50838
GO:0051339	regulation of lyase activity	0.65777	0.3983	0.51889	0.61358	0.49787	0.53417	0.58941	0.36591	0.3655	0.32237	0.50838
GO:0051349	positive regulation of lyase activity	0.65777	0.3983	0.51889	0.61358	0.49787	0.53417	0.58941	0.36591	0.3655	0.32237	0.50838
GO:0052652	cyclic purine nucleotide metabolic process	0.65777	0.3983	0.51889	0.55639	0.49787	0.53417	0.53019	0.36591	0.3304	0.29075	0.50838
GO:0042127	regulation of cell proliferation	0.57083	0.8071	0.26215	0.47056	0.85147	0.33998	0.54698	0.79382	0.1588	0.23116	0.50877
GO:0007311	"maternal specification of dorsal/ventral axis, oocyte, germ-line encoded"	0.57833	0.9208	0.82341	0.00815	0.26875	0.71148	0.03291	0.41256	0.4519	0.56643	0.509165
GO:0006086	acetyl-CoA biosynthetic process from pyruvate	0.6287	0.4178	0.50782	0.45733	0.92622	0.54741	0.50459	0.51186	0.7269	0.298	0.50984
GO:0032781	positive regulation of ATPase activity	0.61334	0.4898	0.01401	0.55639	0.44315	0.01653	0.53019	0.45019	0.5394	0.58786	0.509995
GO:0071896	protein localization to adherens junction	0.55684	0.5254	0.82458	0.4288	0.49556	0.79655	0.41599	0.52687	0.2999	0.16723	0.51048
GO:1902414	protein localization to cell junction	0.55684	0.5254	0.82458	0.4288	0.49556	0.79655	0.41599	0.52687	0.2999	0.16723	0.51048
GO:0048067	cuticle pigmentation	0.24877	0.4461	0.4682	0.65769	0.46661	0.22259	0.79231	0.55349	0.633	0.78202	0.510845
GO:1903036	positive regulation of response to wounding	0.54501	0.5895	0.78166	0.40677	0.47734	0.84796	0.38912	0.65745	0.1992	0.08027	0.511175
GO:0030814	regulation of cAMP metabolic process	0.7054	0.4644	0.58983	NA	0.55932	0.55826	NA	0.43275	0.4043	0.35741	0.51133
GO:0030816	positive regulation of cAMP metabolic process	0.7054	0.4644	0.58983	NA	0.55932	0.55826	NA	0.43275	0.4043	0.35741	0.51133
